5.82488679e-02 -7.19830823e-03 -7.73268793e-02 -3.36258564e-02 
5.82488679e-02 -7.19840279e-03 -7.73268845e-02 -3.36260328e-02 
5.82488679e-02 -7.19898879e-03 -7.73269168e-02 -3.36271265e-02 
5.82488679e-02 -7.20068574e-03 -7.73270102e-02 -3.36302933e-02 
5.82488679e-02 -7.20084741e-03 -7.73270191e-02 -3.36305950e-02 
5.82488679e-02 -7.20349578e-03 -7.73271643e-02 -3.36355368e-02 
5.82488679e-02 -7.20393352e-03 -7.73271882e-02 -3.36363536e-02 
5.82488679e-02 -7.20515649e-03 -7.73272551e-02 -3.36386354e-02 
5.82488679e-02 -7.20672781e-03 -7.73273408e-02 -3.36415669e-02 
5.82488679e-02 -7.21213839e-03 -7.73276344e-02 -3.36516595e-02 
5.82488679e-02 -7.25452206e-03 -7.73298560e-02 -3.37306287e-02 
5.82488679e-02 -7.25739961e-03 -7.73300017e-02 -3.37359842e-02 
5.82488679e-02 -7.26029923e-03 -7.73301479e-02 -3.37413801e-02 
5.82488679e-02 -7.26569876e-03 -7.73304183e-02 -3.37514260e-02 
5.82488679e-02 -7.27234250e-03 -7.73307478e-02 -3.37637830e-02 
5.82488679e-02 -7.27736753e-03 -7.73309948e-02 -3.37731267e-02 
5.82488679e-02 -7.27882386e-03 -7.73310659e-02 -3.37758342e-02 
5.82488679e-02 -7.28510461e-03 -7.73313710e-02 -3.37875086e-02 
5.82488679e-02 -7.30394208e-03 -7.73322670e-02 -3.38225012e-02 
5.82488679e-02 -7.30884491e-03 -7.73324955e-02 -3.38316033e-02 
5.82488679e-02 -7.31116705e-03 -7.73326030e-02 -3.38359136e-02 
5.82488679e-02 -7.43545730e-03 -7.73377212e-02 -3.40658781e-02 
5.82488679e-02 -7.46412285e-03 -7.73387236e-02 -3.41187095e-02 
5.82488679e-02 -7.50565304e-03 -7.73400590e-02 -3.41951149e-02 
5.82488679e-02 -7.51901211e-03 -7.73404594e-02 -3.42196585e-02 
5.82488679e-02 -7.52738465e-03 -7.73407033e-02 -3.42350324e-02 
5.82488679e-02 -7.54892536e-03 -7.73413054e-02 -3.42745567e-02 
5.82488679e-02 -7.55554319e-03 -7.73414832e-02 -3.42866911e-02 
5.82488679e-02 -7.59621322e-03 -7.73425021e-02 -3.43611778e-02 
5.82488679e-02 -7.60697585e-03 -7.73427509e-02 -3.43808651e-02 
5.82488679e-02 -7.64681107e-03 -7.73435975e-02 -3.44536461e-02 
5.82488679e-02 -7.66232487e-03 -7.73438961e-02 -3.44819542e-02 
5.82488679e-02 -7.69402542e-03 -7.73444537e-02 -3.45397369e-02 
5.82488679e-02 -7.69520551e-03 -7.73444731e-02 -3.45418863e-02 
5.82488679e-02 -7.70573528e-03 -7.73446421e-02 -3.45610606e-02 
5.82488679e-02 -7.72602837e-03 -7.73449466e-02 -3.45979887e-02 
5.82488679e-02 -7.80426927e-03 -7.73458702e-02 -3.47400728e-02 
5.82488679e-02 -7.86504240e-03 -7.73463296e-02 -3.48501321e-02 
5.82488679e-02 -7.86557138e-03 -7.73463326e-02 -3.48510890e-02 
5.82488679e-02 -7.88424758e-03 -7.73464308e-02 -3.48848607e-02 
5.82488679e-02 -7.92524626e-03 -7.73465800e-02 -3.49589192e-02 
5.82488679e-02 -7.95020169e-03 -7.73466278e-02 -3.50039470e-02 
5.82488679e-02 -8.01281751e-03 -7.73466125e-02 -3.51167664e-02 
5.82488679e-02 -8.07394145e-03 -7.73464237e-02 -3.52266913e-02 
5.82488679e-02 -8.08171596e-03 -7.73463880e-02 -3.52406592e-02 
5.82488679e-02 -8.13755469e-03 -7.73460598e-02 -3.53408941e-02 
5.82488679e-02 -8.20652889e-03 -7.73454892e-02 -3.54645113e-02 
5.82488679e-02 -8.22467206e-03 -7.73453108e-02 -3.54969940e-02 
5.82488679e-02 -8.27773391e-03 -7.73447254e-02 -3.55919176e-02 
5.82488679e-02 -8.30426144e-03 -7.73443988e-02 -3.56393327e-02 
5.82488679e-02 -8.47971092e-03 -7.73417296e-02 -3.59523168e-02 
5.82488679e-02 -8.56421957e-03 -7.73401646e-02 -3.61027343e-02 
5.82488679e-02 -8.59334336e-03 -7.73395880e-02 -3.61545268e-02 
5.82488679e-02 -8.59686966e-03 -7.73395169e-02 -3.61607963e-02 
5.82488679e-02 -8.61668926e-03 -7.73391127e-02 -3.61960282e-02 
5.82488679e-02 -8.72289214e-03 -7.73368124e-02 -3.63846542e-02 
5.82488679e-02 -8.75377849e-03 -7.73361034e-02 -3.64394623e-02 
5.82488679e-02 -8.93382310e-03 -7.73316482e-02 -3.67585583e-02 
5.82488679e-02 -9.01970147e-03 -7.73293475e-02 -3.69105456e-02 
5.82488679e-02 -9.05416467e-03 -7.73283951e-02 -3.69715026e-02 
5.82488679e-02 -9.16203906e-03 -7.73253132e-02 -3.71621810e-02 
5.82488679e-02 -9.33349711e-03 -7.73201252e-02 -3.74648889e-02 
5.82488679e-02 -9.43498182e-03 -7.73169018e-02 -3.76438682e-02 
5.82488679e-02 -9.46818289e-03 -7.73158242e-02 -3.77023931e-02 
5.82488679e-02 -1.00180917e-02 -7.72965218e-02 -3.86698920e-02 
5.82488679e-02 -1.00810385e-02 -7.72941540e-02 -3.87804368e-02 
5.82488679e-02 -1.01679750e-02 -7.72908352e-02 -3.89330484e-02 
5.82488679e-02 -1.02655459e-02 -7.72870445e-02 -3.91042426e-02 
5.82488679e-02 -1.03777736e-02 -7.72826007e-02 -3.93010440e-02 
5.82488679e-02 -1.19444540e-02 -7.72117172e-02 -4.20365582e-02 
5.82488679e-02 -1.20654849e-02 -7.72055264e-02 -4.22469092e-02 
5.82488679e-02 -1.26618286e-02 -7.71732042e-02 -4.32807978e-02 
5.82488679e-02 -1.27562293e-02 -7.71677752e-02 -4.34440191e-02 
5.82488679e-02 -1.28173955e-02 -7.71642058e-02 -4.35497034e-02 
5.82488679e-02 -1.28864781e-02 -7.71601236e-02 -4.36689927e-02 
5.82488679e-02 -1.31575633e-02 -7.71435379e-02 -4.41362789e-02 
5.82488679e-02 -1.32090116e-02 -7.71402794e-02 -4.42248035e-02 
5.82488679e-02 -1.33903084e-02 -7.71284819e-02 -4.45362955e-02 
5.82488679e-02 -1.35631466e-02 -7.71167318e-02 -4.48325212e-02 
5.82488679e-02 -1.37006350e-02 -7.71069898e-02 -4.50675829e-02 
5.82488679e-02 -1.38054823e-02 -7.70993001e-02 -4.52464552e-02 
5.82488679e-02 -1.40754914e-02 -7.70783170e-02 -4.57053533e-02 
5.82488679e-02 -1.41570625e-02 -7.70716047e-02 -4.58434342e-02 
5.82488679e-02 -1.42683775e-02 -7.70621343e-02 -4.60314015e-02 
5.82488679e-02 -1.46135065e-02 -7.70302337e-02 -4.66103808e-02 
5.82488679e-02 -1.48507448e-02 -7.70058295e-02 -4.70046252e-02 
5.82488679e-02 -1.48995748e-02 -7.70005399e-02 -4.70853664e-02 
5.82488679e-02 -1.49284493e-02 -7.69973687e-02 -4.71330446e-02 
5.82488679e-02 -1.50102725e-02 -7.69882063e-02 -4.72678844e-02 
5.82488679e-02 -1.50426977e-02 -7.69845035e-02 -4.73212094e-02 
5.82488679e-02 -1.50575223e-02 -7.69827971e-02 -4.73455685e-02 
5.82488679e-02 -1.51103967e-02 -7.69766417e-02 -4.74323436e-02 
5.82488679e-02 -1.51953790e-02 -7.69665239e-02 -4.75714681e-02 
5.82488679e-02 -1.52417740e-02 -7.69608847e-02 -4.76472438e-02 
5.82488679e-02 -1.54249457e-02 -7.69378445e-02 -4.79452169e-02 
5.82488679e-02 -1.54869551e-02 -7.69297726e-02 -4.80456698e-02 
5.82488679e-02 -1.56649921e-02 -7.69058733e-02 -4.83329598e-02 
5.82488679e-02 -1.57403102e-02 -7.68954542e-02 -4.84540171e-02 
5.82488679e-02 -1.58319104e-02 -7.68825487e-02 -4.86008787e-02 
5.82488679e-02 -1.62435167e-02 -7.68216650e-02 -4.92562624e-02 
5.82488679e-02 -1.63810349e-02 -7.68003696e-02 -4.94737201e-02 
5.82488679e-02 -1.66115053e-02 -7.67637193e-02 -4.98366344e-02 
5.82488679e-02 -1.68996502e-02 -7.67163201e-02 -5.02878406e-02 
5.82488679e-02 -1.71441162e-02 -7.66748092e-02 -5.06685573e-02 
5.82488679e-02 -1.75358544e-02 -7.66058808e-02 -5.12747030e-02 
5.82488679e-02 -1.76103373e-02 -7.65924378e-02 -5.13893991e-02 
5.82488679e-02 -1.77002138e-02 -7.65760699e-02 -5.15275586e-02 
5.82488679e-02 -1.80056559e-02 -7.65192084e-02 -5.19950436e-02 
5.82488679e-02 -1.82552130e-02 -7.64712464e-02 -5.23744928e-02 
5.82488679e-02 -1.83707280e-02 -7.64485516e-02 -5.25493050e-02 
5.82488679e-02 -1.85199055e-02 -7.64187474e-02 -5.27742265e-02 
5.82488679e-02 -1.89789387e-02 -7.63231210e-02 -5.34597082e-02 
5.82488679e-02 -1.91147835e-02 -7.62935493e-02 -5.36604028e-02 
5.82488679e-02 -1.91539627e-02 -7.62849019e-02 -5.37180826e-02 
5.82488679e-02 -1.94239121e-02 -7.62237906e-02 -5.41128799e-02 
5.82488679e-02 -1.94998111e-02 -7.62061066e-02 -5.42230175e-02 
5.82488679e-02 -1.95489442e-02 -7.61945373e-02 -5.42941050e-02 
5.82488679e-02 -1.96588298e-02 -7.61683116e-02 -5.44524849e-02 
5.82488679e-02 -1.99735308e-02 -7.60904884e-02 -5.49013583e-02 
5.82488679e-02 -2.00242541e-02 -7.60775701e-02 -5.49730551e-02 
5.82488679e-02 -2.00578619e-02 -7.60689544e-02 -5.50204610e-02 
5.82488679e-02 -2.01535322e-02 -7.60441862e-02 -5.51549865e-02 
5.82488679e-02 -2.05369561e-02 -7.59415108e-02 -5.56881530e-02 
5.82488679e-02 -2.08091601e-02 -7.58656291e-02 -5.60613953e-02 
5.82488679e-02 -2.09239051e-02 -7.58329850e-02 -5.62175679e-02 
5.82488679e-02 -2.09739951e-02 -7.58186213e-02 -5.62855407e-02 
